,"North American Industry Classification System, NAICS - code","North American Industry Classification System, NAICS",Geography - code,Geography,Location indicator - code,Location indicator,Incorporation status - code,Incorporation status,Reference year,Total number of businesses,Total revenue,Sales of goods and services* ( percent of total revenue),Cost of sales (direct expenses) (%),Operating expenses (indirect expenses) (%),Total expenses,Cost of sales (direct expenses),Operating expenses (indirect expenses),Net Profit/Loss,Total assets,Total current assets,Total liabilities,Total current liabilities,Total equity,Debt to equity ratio (times),Current debt to equity (%),Revenue to equity ratio (times),Net profit to equity (%),Gross margin (%),Percent of profitable businesses
5203,443,Electronics and appliance stores,46.0,Manitoba,1.0,Rural,2.0,Incorporated,2017.0,18.0,726.2,95.4,68.3,28.5,703.1,495.7,207.3,23.2,389.2,222.7,225.4,92.6,163.7,1.4,56.5,4.4,14.1,28.5,
5204,443,Electronics and appliance stores,46.0,Manitoba,1.0,Rural,3.0,All businesses,2017.0,26.0,583.0,,68.7,27.7,562.0,400.3,161.6,21.0,,,,,,,,,,31.3,73.1
5206,443,Electronics and appliance stores,46.0,Manitoba,2.0,Urban,2.0,Incorporated,2017.0,80.0,529.1,87.5,54.8,45.5,531.0,290.0,241.0,-1.8,283.7,193.4,194.7,95.8,89.0,2.2,107.6,5.9,-2.1,37.4,
5207,443,Electronics and appliance stores,46.0,Manitoba,2.0,Urban,3.0,All businesses,2017.0,96.0,462.8,,54.8,44.5,459.8,253.7,206.1,3.0,,,,,,,,,,45.2,69.8
5209,443,Electronics and appliance stores,47.0,Saskatchewan,1.0,Rural,2.0,Incorporated,2017.0,36.0,750.3,92.0,65.4,28.8,706.4,490.6,215.8,43.9,512.9,357.5,150.4,83.3,362.5,0.4,23.0,2.1,12.1,29.0,
5210,443,Electronics and appliance stores,47.0,Saskatchewan,1.0,Rural,3.0,All businesses,2017.0,50.0,596.3,,65.2,29.0,561.5,388.8,172.7,34.8,,,,,,,,,,34.8,70.0
5212,443,Electronics and appliance stores,47.0,Saskatchewan,2.0,Urban,2.0,Incorporated,2017.0,89.0,878.1,98.2,59.9,35.7,839.1,526.0,313.1,39.0,498.7,320.4,288.0,160.1,210.7,1.4,76.0,4.2,18.5,39.0,
5213,443,Electronics and appliance stores,47.0,Saskatchewan,2.0,Urban,3.0,All businesses,2017.0,97.0,817.0,,59.7,35.7,780.1,488.0,292.1,36.9,,,,,,,,,,40.3,60.8
5215,443,Electronics and appliance stores,48.0,Alberta,1.0,Rural,2.0,Incorporated,2017.0,84.0,871.4,97.8,60.7,34.8,832.7,529.0,303.7,38.8,569.0,321.0,271.9,147.8,297.1,0.9,49.7,2.9,13.1,37.9,
5216,443,Electronics and appliance stores,48.0,Alberta,1.0,Rural,3.0,All businesses,2017.0,94.0,788.4,,60.5,34.9,752.2,477.3,274.9,36.2,,,,,,,,,,39.5,70.2
5218,443,Electronics and appliance stores,48.0,Alberta,2.0,Urban,2.0,Incorporated,2017.0,426.0,723.8,97.9,57.6,36.0,677.1,416.6,260.5,46.7,463.6,304.0,323.1,205.5,140.5,2.3,146.3,5.2,33.2,41.2,
5219,443,Electronics and appliance stores,48.0,Alberta,2.0,Urban,3.0,All businesses,2017.0,452.0,687.7,,57.4,35.9,641.5,394.6,246.9,46.2,,,,,,,,,,42.6,70.1
5221,443,Electronics and appliance stores,59.0,British Columbia,1.0,Rural,2.0,Incorporated,2017.0,,,,,,,,,,,,,,,,,,,,
5222,443,Electronics and appliance stores,59.0,British Columbia,1.0,Rural,3.0,All businesses,2017.0,,,,,,,,,,,,,,,,,,,,61.4
5224,443,Electronics and appliance stores,59.0,British Columbia,2.0,Urban,2.0,Incorporated,2017.0,618.0,704.8,98.2,58.0,36.1,662.9,408.7,254.2,42.0,506.7,346.1,322.8,205.5,183.9,1.8,111.8,3.8,22.8,41.0,
5225,443,Electronics and appliance stores,59.0,British Columbia,2.0,Urban,3.0,All businesses,2017.0,695.0,643.4,,57.8,35.8,602.5,372.0,230.5,40.9,,,,,,,,,,42.2,75.0
5227,443,Electronics and appliance stores,63.0,Territories,1.0,Rural,2.0,Incorporated,2017.0,,,,,,,,,,,,,,,,,,,,
5228,443,Electronics and appliance stores,63.0,Territories,1.0,Rural,3.0,All businesses,2017.0,,,,,,,,,,,,,,,,,,,,
5230,443,Electronics and appliance stores,63.0,Territories,2.0,Urban,2.0,Incorporated,2017.0,,,,,,,,,,,,,,,,,,,,
5231,443,Electronics and appliance stores,63.0,Territories,2.0,Urban,3.0,All businesses,2017.0,,,,,,,,,,,,,,,,,,,,
5233,443,Electronics and appliance stores,60.0,Yukon,1.0,Rural,2.0,Incorporated,2017.0,,,,,,,,,,,,,,,,,,,,
5234,443,Electronics and appliance stores,60.0,Yukon,1.0,Rural,3.0,All businesses,2017.0,,,,,,,,,,,,,,,,,,,,
5236,443,Electronics and appliance stores,60.0,Yukon,2.0,Urban,2.0,Incorporated,2017.0,,,,,,,,,,,,,,,,,,,,
5237,443,Electronics and appliance stores,60.0,Yukon,2.0,Urban,3.0,All businesses,2017.0,,,,,,,,,,,,,,,,,,,,
5239,443,Electronics and appliance stores,61.0,Nordwest Territories,1.0,Rural,2.0,Incorporated,2017.0,,,,,,,,,,,,,,,,,,,,
5240,443,Electronics and appliance stores,61.0,Nordwest Territories,1.0,Rural,3.0,All businesses,2017.0,,,,,,,,,,,,,,,,,,,,
5242,443,Electronics and appliance stores,61.0,Nordwest Territories,2.0,Urban,2.0,Incorporated,2017.0,,,,,,,,,,,,,,,,,,,,
5243,443,Electronics and appliance stores,61.0,Nordwest Territories,2.0,Urban,3.0,All businesses,2017.0,,,,,,,,,,,,,,,,,,,,
5245,443,Electronics and appliance stores,62.0,Nunavut,1.0,Rural,2.0,Incorporated,2017.0,,,,,,,,,,,,,,,,,,,,
5246,443,Electronics and appliance stores,62.0,Nunavut,1.0,Rural,3.0,All businesses,2017.0,,,,,,,,,,,,,,,,,,,,
5248,444,Building material and garden equipment and supplies dealers,0.0,Canada,1.0,Rural,2.0,Incorporated,2017.0,1791.0,1312.5,98.2,67.8,28.1,1257.9,889.8,368.2,54.6,1112.7,619.7,556.7,325.6,556.1,1.0,58.5,2.4,9.8,31.0,
5249,444,Building material and garden equipment and supplies dealers,0.0,Canada,1.0,Rural,3.0,All businesses,2017.0,2124.0,1141.0,,67.6,28.1,1091.4,771.3,320.1,49.7,,,,,,,,,,32.4,74.8
5251,444,Building material and garden equipment and supplies dealers,0.0,Canada,2.0,Urban,2.0,Incorporated,2017.0,4431.0,1112.2,98.2,63.5,31.7,1058.1,705.7,352.3,54.2,803.6,464.8,487.6,286.8,316.0,1.5,90.8,3.5,17.1,35.4,
5252,444,Building material and garden equipment and supplies dealers,0.0,Canada,2.0,Urban,3.0,All businesses,2017.0,5484.0,929.3,,63.0,31.6,878.9,585.1,293.9,50.4,,,,,,,,,,37.0,74.6
5254,444,Building material and garden equipment and supplies dealers,15.0,Altantic,1.0,Rural,2.0,Incorporated,2017.0,248.0,1526.9,98.4,69.7,26.8,1474.2,1064.9,409.3,52.7,1239.7,740.5,610.3,351.5,629.4,1.0,55.8,2.4,8.4,29.1,
5255,444,Building material and garden equipment and supplies dealers,15.0,Altantic,1.0,Rural,3.0,All businesses,2017.0,284.0,1345.3,,69.5,26.9,1297.0,934.6,362.4,48.4,,,,,,,,,,30.5,72.9
5257,444,Building material and garden equipment and supplies dealers,15.0,Altantic,2.0,Urban,2.0,Incorporated,2017.0,,,,,,,,,,,,,,,,,,,,
5258,444,Building material and garden equipment and supplies dealers,15.0,Altantic,2.0,Urban,3.0,All businesses,2017.0,287.0,1152.2,,65.6,31.7,1120.7,755.9,364.9,31.5,,,,,,,,,,34.4,68.6
5260,444,Building material and garden equipment and supplies dealers,10.0,Newfoundland and Labrador,1.0,Rural,2.0,Incorporated,2017.0,,,,,,,,,,,,,,,,,,,,
5261,444,Building material and garden equipment and supplies dealers,10.0,Newfoundland and Labrador,1.0,Rural,3.0,All businesses,2017.0,90.0,1513.2,,70.0,29.5,1505.8,1059.7,446.2,7.3,,,,,,,,,,30.0,61.1
5263,444,Building material and garden equipment and supplies dealers,10.0,Newfoundland and Labrador,2.0,Urban,2.0,Incorporated,2017.0,,,,,,,,,,,,,,,,,,,,
5264,444,Building material and garden equipment and supplies dealers,10.0,Newfoundland and Labrador,2.0,Urban,3.0,All businesses,2017.0,46.0,1057.6,,66.6,33.0,1053.0,703.9,349.0,4.6,,,,,,,,,,33.4,56.5
5266,444,Building material and garden equipment and supplies dealers,11.0,Prince Edward Island,1.0,Rural,2.0,Incorporated,2017.0,,,,,,,,,,,,,,,,,,,,
5267,444,Building material and garden equipment and supplies dealers,11.0,Prince Edward Island,1.0,Rural,3.0,All businesses,2017.0,13.0,1557.4,,72.4,23.2,1488.1,1127.5,360.6,69.2,,,,,,,,,,27.6,76.9
5269,444,Building material and garden equipment and supplies dealers,11.0,Prince Edward Island,2.0,Urban,2.0,Incorporated,2017.0,,,,,,,,,,,,,,,,,,,,
5270,444,Building material and garden equipment and supplies dealers,11.0,Prince Edward Island,2.0,Urban,3.0,All businesses,2017.0,17.0,1242.5,,57.6,44.1,1263.6,716.1,547.5,-21.1,,,,,,,,,,42.4,70.6
5272,444,Building material and garden equipment and supplies dealers,12.0,Nova Scotia,1.0,Rural,2.0,Incorporated,2017.0,64.0,1476.0,98.3,67.3,27.4,1397.7,993.7,404.0,78.2,1024.1,622.5,485.5,355.1,538.5,0.9,65.9,2.7,14.5,31.5,
5273,444,Building material and garden equipment and supplies dealers,12.0,Nova Scotia,1.0,Rural,3.0,All businesses,2017.0,78.0,1230.1,,66.8,27.6,1161.7,821.9,339.8,68.4,,,,,,,,,,33.2,80.8
5275,444,Building material and garden equipment and supplies dealers,12.0,Nova Scotia,2.0,Urban,2.0,Incorporated,2017.0,95.0,1233.4,98.5,63.7,32.4,1186.0,786.0,400.0,47.4,894.7,483.0,510.9,336.4,383.8,1.3,87.6,3.2,12.4,35.3,
5276,444,Building material and garden equipment and supplies dealers,12.0,Nova Scotia,2.0,Urban,3.0,All businesses,2017.0,109.0,1094.7,,63.6,32.4,1050.9,695.8,355.1,43.9,,,,,,,,,,36.4,68.8
5278,444,Building material and garden equipment and supplies dealers,13.0,New Brunswick,1.0,Rural,2.0,Incorporated,2017.0,86.0,1490.3,99.2,70.7,24.2,1414.0,1053.8,360.1,76.4,966.4,587.4,470.0,272.9,496.5,0.9,55.0,3.0,15.4,28.7,
5279,444,Building material and garden equipment and supplies dealers,13.0,New Brunswick,1.0,Rural,3.0,All businesses,2017.0,103.0,1259.1,,70.4,24.3,1192.7,886.3,306.4,66.4,,,,,,,,,,29.6,76.7
5281,444,Building material and garden equipment and supplies dealers,13.0,New Brunswick,2.0,Urban,2.0,Incorporated,2017.0,103.0,1358.1,98.8,68.3,28.7,1318.4,928.0,390.4,39.7,1067.0,621.3,622.6,365.6,444.4,1.4,82.3,3.1,8.9,30.8,
5282,444,Building material and garden equipment and supplies dealers,13.0,New Brunswick,2.0,Urban,3.0,All businesses,2017.0,115.0,1231.3,,68.2,28.7,1193.0,839.4,353.5,38.3,,,,,,,,,,31.8,73.0
5284,444,Building material and garden equipment and supplies dealers,24.0,Québec,1.0,Rural,2.0,Incorporated,2017.0,413.0,1228.2,98.3,69.9,26.7,1186.7,858.5,328.2,41.5,979.0,565.5,528.6,311.3,450.5,1.2,69.1,2.7,9.2,28.9,
5285,444,Building material and garden equipment and supplies dealers,24.0,Québec,1.0,Rural,3.0,All businesses,2017.0,490.0,1076.6,,69.8,26.7,1039.0,751.6,287.4,37.6,,,,,,,,,,30.2,75.7
5287,444,Building material and garden equipment and supplies dealers,24.0,Québec,2.0,Urban,2.0,Incorporated,2017.0,966.0,1074.8,97.7,65.8,29.9,1028.5,706.8,321.7,46.3,866.5,437.9,470.4,264.5,396.1,1.2,66.8,2.7,11.7,32.7,
5288,444,Building material and garden equipment and supplies dealers,24.0,Québec,2.0,Urban,3.0,All businesses,2017.0,1076.0,977.7,,65.5,30.0,933.7,640.5,293.1,44.0,,,,,,,,,,34.5,73.0
5290,444,Building material and garden equipment and supplies dealers,35.0,Ontario,1.0,Rural,2.0,Incorporated,2017.0,462.0,1331.4,98.5,67.8,27.6,1269.8,902.8,367.0,61.6,983.2,556.8,529.7,334.0,453.5,1.2,73.6,2.9,13.6,31.1,
5291,444,Building material and garden equipment and supplies dealers,35.0,Ontario,1.0,Rural,3.0,All businesses,2017.0,584.0,1104.4,,67.5,27.5,1049.4,745.2,304.2,55.0,,,,,,,,,,32.5,77.6
5293,444,Building material and garden equipment and supplies dealers,35.0,Ontario,2.0,Urban,2.0,Incorporated,2017.0,1703.0,1089.5,98.5,62.9,32.1,1035.1,685.3,349.8,54.5,696.4,423.7,452.6,284.0,243.8,1.9,116.5,4.5,22.3,36.2,
5294,444,Building material and garden equipment and supplies dealers,35.0,Ontario,2.0,Urban,3.0,All businesses,2017.0,2265.0,858.4,,62.2,32.0,809.4,534.3,275.1,49.0,,,,,,,,,,37.8,76.1
5296,444,Building material and garden equipment and supplies dealers,49.0,Prairies,1.0,Rural,2.0,Incorporated,2017.0,473.0,1239.0,97.5,66.1,30.1,1192.5,819.3,373.3,46.5,1161.1,632.2,566.1,319.4,595.0,1.0,53.7,2.1,7.8,32.2,
5297,444,Building material and garden equipment and supplies dealers,49.0,Prairies,1.0,Rural,3.0,All businesses,2017.0,535.0,1118.1,,66.0,30.2,1075.0,737.8,337.3,43.1,,,,,,,,,,34.0,69.0
5299,444,Building material and garden equipment and supplies dealers,49.0,Prairies,2.0,Urban,2.0,Incorporated,2017.0,744.0,1112.3,98.2,61.6,34.5,1068.7,685.3,383.4,43.6,913.3,544.2,556.2,321.7,357.1,1.6,90.1,3.1,12.2,37.2,
5300,444,Building material and garden equipment and supplies dealers,49.0,Prairies,2.0,Urban,3.0,All businesses,2017.0,863.0,978.5,,61.3,34.4,936.2,599.4,336.8,42.3,,,,,,,,,,38.7,68.1
5302,444,Building material and garden equipment and supplies dealers,46.0,Manitoba,1.0,Rural,2.0,Incorporated,2017.0,110.0,1498.0,98.0,66.5,30.3,1450.0,996.7,453.3,48.1,1472.2,713.4,653.3,359.2,818.9,0.8,43.9,1.8,5.9,32.1,
5303,444,Building material and garden equipment and supplies dealers,46.0,Manitoba,1.0,Rural,3.0,All businesses,2017.0,123.0,1365.8,,66.5,30.2,1319.8,907.8,412.0,46.1,,,,,,,,,,33.5,73.2
5305,444,Building material and garden equipment and supplies dealers,46.0,Manitoba,2.0,Urban,2.0,Incorporated,2017.0,123.0,1112.3,98.1,60.0,36.3,1071.5,667.6,403.9,40.8,1033.3,539.2,588.7,232.8,444.6,1.3,52.4,2.5,9.2,38.8,
5306,444,Building material and garden equipment and supplies dealers,46.0,Manitoba,2.0,Urban,3.0,All businesses,2017.0,164.0,873.5,,59.4,36.0,833.0,518.9,314.1,40.5,,,,,,,,,,40.6,70.1
5308,444,Building material and garden equipment and supplies dealers,47.0,Saskatchewan,1.0,Rural,2.0,Incorporated,2017.0,106.0,1366.8,97.3,68.8,26.3,1300.3,940.4,359.9,66.5,1228.5,737.9,428.4,215.8,800.1,0.5,27.0,1.7,8.3,29.3,
5309,444,Building material and garden equipment and supplies dealers,47.0,Saskatchewan,1.0,Rural,3.0,All businesses,2017.0,128.0,1171.7,,68.6,26.4,1113.1,803.4,309.7,58.6,,,,,,,,,,31.4,78.9
5311,444,Building material and garden equipment and supplies dealers,47.0,Saskatchewan,2.0,Urban,2.0,Incorporated,2017.0,114.0,1195.0,98.5,63.1,29.8,1111.1,754.5,356.6,83.9,855.8,575.3,400.6,234.2,455.2,0.9,51.4,2.6,18.4,35.9,
5312,444,Building material and garden equipment and supplies dealers,47.0,Saskatchewan,2.0,Urban,3.0,All businesses,2017.0,132.0,1047.3,,62.7,30.0,970.8,656.9,313.9,76.5,,,,,,,,,,37.3,69.7
5314,444,Building material and garden equipment and supplies dealers,48.0,Alberta,1.0,Rural,2.0,Incorporated,2017.0,257.0,1075.5,97.3,64.5,32.0,1037.9,693.4,344.5,37.6,1000.2,553.9,585.6,345.1,414.6,1.4,83.2,2.6,9.1,33.8,
5315,444,Building material and garden equipment and supplies dealers,48.0,Alberta,1.0,Rural,3.0,All businesses,2017.0,284.0,986.6,,64.3,32.2,951.9,634.6,317.3,34.8,,,,,,,,,,35.7,62.7
5317,444,Building material and garden equipment and supplies dealers,48.0,Alberta,2.0,Urban,2.0,Incorporated,2017.0,507.0,1093.6,98.1,61.6,35.2,1058.5,674.0,384.5,35.2,897.1,538.4,583.3,362.9,313.8,1.9,115.7,3.5,11.2,37.2,
5318,444,Building material and garden equipment and supplies dealers,48.0,Alberta,2.0,Urban,3.0,All businesses,2017.0,567.0,992.8,,61.4,35.1,958.0,609.3,348.7,34.8,,,,,,,,,,38.6,67.2
5320,444,Building material and garden equipment and supplies dealers,59.0,British Columbia,1.0,Rural,2.0,Incorporated,2017.0,184.0,1328.7,98.3,64.4,29.1,1242.2,855.4,386.8,86.5,1431.1,692.6,592.6,320.9,838.5,0.7,38.3,1.6,10.3,34.5,
5321,444,Building material and garden equipment and supplies dealers,59.0,British Columbia,1.0,Rural,3.0,All businesses,2017.0,,,,,,,,,,,,,,,,,,,,81.7
5323,444,Building material and garden equipment and supplies dealers,59.0,British Columbia,2.0,Urban,2.0,Incorporated,2017.0,752.0,1158.1,98.2,62.9,30.1,1076.6,728.3,348.4,81.5,794.9,477.8,487.2,261.0,307.7,1.6,84.8,3.8,26.5,36.0,
5324,444,Building material and garden equipment and supplies dealers,59.0,British Columbia,2.0,Urban,3.0,All businesses,2017.0,980.0,932.7,,62.3,29.9,859.9,581.2,278.7,72.9,,,,,,,,,,37.7,80.3
5326,444,Building material and garden equipment and supplies dealers,63.0,Territories,1.0,Rural,2.0,Incorporated,2017.0,11.0,1738.6,99.5,67.4,26.6,1634.9,1172.6,462.3,103.7,1308.0,814.0,532.7,264.9,775.4,0.7,34.2,2.2,13.4,32.2,
5327,444,Building material and garden equipment and supplies dealers,63.0,Territories,1.0,Rural,3.0,All businesses,2017.0,,,,,,,,,,,,,,,,,,,,75.0
5329,444,Building material and garden equipment and supplies dealers,63.0,Territories,2.0,Urban,2.0,Incorporated,2017.0,,,,,,,,,,,,,,,,,,,,
5330,444,Building material and garden equipment and supplies dealers,63.0,Territories,2.0,Urban,3.0,All businesses,2017.0,13.0,831.1,,49.6,42.4,764.1,412.0,352.0,67.0,,,,,,,,,,50.4,92.3
5332,444,Building material and garden equipment and supplies dealers,60.0,Yukon,1.0,Rural,2.0,Incorporated,2017.0,,,,,,,,,,,,,,,,,,,,
5333,444,Building material and garden equipment and supplies dealers,60.0,Yukon,1.0,Rural,3.0,All businesses,2017.0,,,,,,,,,,,,,,,,,,,,
5335,444,Building material and garden equipment and supplies dealers,60.0,Yukon,2.0,Urban,2.0,Incorporated,2017.0,,,,,,,,,,,,,,,,,,,,
5336,444,Building material and garden equipment and supplies dealers,60.0,Yukon,2.0,Urban,3.0,All businesses,2017.0,7.0,579.5,,46.3,49.3,553.7,268.2,285.5,25.8,,,,,,,,,,53.7,
5338,444,Building material and garden equipment and supplies dealers,61.0,Nordwest Territories,1.0,Rural,2.0,Incorporated,2017.0,5.0,1898.3,99.4,66.2,28.3,1793.4,1256.5,536.9,104.9,1318.4,900.5,580.2,258.2,738.3,0.8,35.0,2.6,14.2,33.4,
5339,444,Building material and garden equipment and supplies dealers,61.0,Nordwest Territories,1.0,Rural,3.0,All businesses,2017.0,5.0,1898.3,,66.2,28.3,1793.4,1256.5,536.9,104.9,,,,,,,,,,33.8,
5341,444,Building material and garden equipment and supplies dealers,61.0,Nordwest Territories,2.0,Urban,2.0,Incorporated,2017.0,,,,,,,,,,,,,,,,,,,,
5342,444,Building material and garden equipment and supplies dealers,61.0,Nordwest Territories,2.0,Urban,3.0,All businesses,2017.0,6.0,1124.6,,51.6,38.2,1009.5,579.8,429.6,115.1,,,,,,,,,,48.4,
5344,444,Building material and garden equipment and supplies dealers,62.0,Nunavut,1.0,Rural,2.0,Incorporated,2017.0,,,,,,,,,,,,,,,,,,,,
5345,444,Building material and garden equipment and supplies dealers,62.0,Nunavut,1.0,Rural,3.0,All businesses,2017.0,,,,,,,,,,,,,,,,,,,,
5347,445,Food and beverage stores,0.0,Canada,1.0,Rural,2.0,Incorporated,2017.0,3197.0,1186.1,98.2,75.0,22.8,1159.7,889.4,270.3,26.5,497.3,209.7,320.8,130.5,176.4,1.8,73.9,6.7,15.0,23.7,
5348,445,Food and beverage stores,0.0,Canada,1.0,Rural,3.0,All businesses,2017.0,4616.0,957.6,,75.2,22.1,932.3,720.3,211.9,25.4,,,,,,,,,,24.8,70.9
5350,445,Food and beverage stores,0.0,Canada,2.0,Urban,2.0,Incorporated,2017.0,14029.0,859.4,98.0,70.6,27.4,842.0,606.6,235.5,17.4,367.1,159.6,286.0,126.8,81.1,3.5,156.4,10.6,21.4,28.0,
5351,445,Food and beverage stores,0.0,Canada,2.0,Urban,3.0,All businesses,2017.0,18736.0,736.2,,71.3,26.2,717.4,524.8,192.6,18.8,,,,,,,,,,28.7,68.7
5353,445,Food and beverage stores,15.0,Altantic,1.0,Rural,2.0,Incorporated,2017.0,515.0,1286.4,98.4,77.8,20.5,1265.7,1001.4,264.3,20.7,392.7,191.5,256.6,110.2,136.1,1.9,81.0,9.5,15.2,20.9,
5354,445,Food and beverage stores,15.0,Altantic,1.0,Rural,3.0,All businesses,2017.0,756.0,1022.9,,78.3,19.9,1004.2,801.0,203.2,18.7,,,,,,,,,,21.7,66.8
5356,445,Food and beverage stores,15.0,Altantic,2.0,Urban,2.0,Incorporated,2017.0,546.0,952.2,98.0,73.3,24.9,934.9,697.9,237.0,17.3,346.8,133.2,251.7,86.3,95.1,2.6,90.7,10.0,18.2,25.2,
5357,445,Food and beverage stores,15.0,Altantic,2.0,Urban,3.0,All businesses,2017.0,748.0,822.7,,74.2,23.6,804.2,610.3,193.9,18.6,,,,,,,,,,25.8,67.4
5359,445,Food and beverage stores,10.0,Newfoundland and Labrador,1.0,Rural,2.0,Incorporated,2017.0,212.0,1208.2,98.7,80.4,18.2,1191.9,971.5,220.4,16.2,373.5,220.4,222.3,96.2,151.2,1.5,63.6,8.0,10.7,18.6,
5360,445,Food and beverage stores,10.0,Newfoundland and Labrador,1.0,Rural,3.0,All businesses,2017.0,320.0,945.8,,81.0,17.5,931.7,766.1,165.6,14.1,,,,,,,,,,19.0,61.9
5362,445,Food and beverage stores,10.0,Newfoundland and Labrador,2.0,Urban,2.0,Incorporated,2017.0,113.0,1079.2,97.5,76.8,21.8,1064.3,828.7,235.7,14.9,299.6,145.9,201.1,71.9,98.5,2.0,73.0,11.0,15.1,21.3,
5363,445,Food and beverage stores,10.0,Newfoundland and Labrador,2.0,Urban,3.0,All businesses,2017.0,141.0,967.8,,77.1,21.2,951.1,746.1,205.0,16.7,,,,,,,,,,22.9,52.5
5365,445,Food and beverage stores,11.0,Prince Edward Island,1.0,Rural,2.0,Incorporated,2017.0,24.0,1718.7,99.0,79.5,19.7,1705.0,1366.3,338.7,13.6,542.2,234.3,339.3,149.5,203.0,1.7,73.7,8.5,6.7,19.7,
5366,445,Food and beverage stores,11.0,Prince Edward Island,1.0,Rural,3.0,All businesses,2017.0,36.0,1233.4,,79.2,19.8,1221.7,976.9,244.8,11.8,,,,,,,,,,20.8,58.3
5368,445,Food and beverage stores,11.0,Prince Edward Island,2.0,Urban,2.0,Incorporated,2017.0,39.0,757.6,96.5,71.2,26.2,738.4,539.5,198.9,19.3,341.3,116.2,250.8,108.0,90.5,2.8,119.3,8.4,21.3,26.2,
5369,445,Food and beverage stores,11.0,Prince Edward Island,2.0,Urban,3.0,All businesses,2017.0,50.0,681.1,,71.2,26.0,662.0,484.7,177.3,19.1,,,,,,,,,,28.8,62.0
5371,445,Food and beverage stores,12.0,Nova Scotia,1.0,Rural,2.0,Incorporated,2017.0,142.0,1336.6,98.7,74.9,23.3,1312.7,1001.1,311.6,23.9,385.4,169.5,270.7,117.4,114.7,2.4,102.4,11.7,20.9,24.1,
5372,445,Food and beverage stores,12.0,Nova Scotia,1.0,Rural,3.0,All businesses,2017.0,215.0,1057.9,,75.5,22.4,1035.2,798.5,236.7,22.8,,,,,,,,,,24.5,70.7
5374,445,Food and beverage stores,12.0,Nova Scotia,2.0,Urban,2.0,Incorporated,2017.0,218.0,838.1,97.5,70.3,27.5,819.7,589.2,230.5,18.4,344.8,127.0,262.9,74.8,82.0,3.2,91.2,10.2,22.5,27.9,
5375,445,Food and beverage stores,12.0,Nova Scotia,2.0,Urban,3.0,All businesses,2017.0,321.0,732.3,,72.9,24.5,713.6,533.8,179.7,18.8,,,,,,,,,,27.1,73.2
5377,445,Food and beverage stores,13.0,New Brunswick,1.0,Rural,2.0,Incorporated,2017.0,137.0,1279.7,97.5,76.9,21.1,1254.2,984.1,270.1,25.5,403.8,162.2,280.7,117.6,123.1,2.3,95.5,10.4,20.7,21.1,
5378,445,Food and beverage stores,13.0,New Brunswick,1.0,Rural,3.0,All businesses,2017.0,185.0,1074.5,,77.2,20.6,1051.2,830.0,221.2,23.3,,,,,,,,,,22.8,72.4
5380,445,Food and beverage stores,13.0,New Brunswick,2.0,Urban,2.0,Incorporated,2017.0,176.0,1055.0,99.0,74.3,24.1,1037.9,783.6,254.3,17.1,380.7,136.6,270.5,105.0,110.2,2.5,95.3,9.6,15.5,24.9,
5381,445,Food and beverage stores,13.0,New Brunswick,2.0,Urban,3.0,All businesses,2017.0,236.0,889.1,,74.2,23.6,869.8,659.7,210.2,19.3,,,,,,,,,,25.8,69.5
5383,445,Food and beverage stores,24.0,Québec,1.0,Rural,2.0,Incorporated,2017.0,981.0,1242.1,98.3,77.9,20.5,1222.3,968.0,254.3,19.8,456.4,182.2,294.7,132.5,161.7,1.8,81.9,7.7,12.3,20.7,
5384,445,Food and beverage stores,24.0,Québec,1.0,Rural,3.0,All businesses,2017.0,1376.0,1027.1,,78.4,19.6,1006.5,805.1,201.3,20.6,,,,,,,,,,21.6,72.7
5386,445,Food and beverage stores,24.0,Québec,2.0,Urban,2.0,Incorporated,2017.0,3536.0,895.3,98.5,74.3,23.7,878.0,665.5,212.5,17.3,339.6,133.3,252.0,105.2,87.6,2.9,120.1,10.2,19.7,24.5,
5387,445,Food and beverage stores,24.0,Québec,2.0,Urban,3.0,All businesses,2017.0,4931.0,762.7,,75.4,22.1,743.9,575.5,168.4,18.8,,,,,,,,,,24.6,71.8
5389,445,Food and beverage stores,35.0,Ontario,1.0,Rural,2.0,Incorporated,2017.0,482.0,1097.9,97.7,70.7,26.8,1071.2,776.6,294.7,26.7,442.7,202.2,302.9,126.2,139.8,2.2,90.3,7.9,19.1,27.6,
5390,445,Food and beverage stores,35.0,Ontario,1.0,Rural,3.0,All businesses,2017.0,854.0,811.1,,71.6,25.1,784.3,580.4,203.9,26.8,,,,,,,,,,28.4,74.7
5392,445,Food and beverage stores,35.0,Ontario,2.0,Urban,2.0,Incorporated,2017.0,5399.0,725.7,97.3,68.3,29.8,712.0,495.8,216.2,13.8,295.2,139.4,249.6,119.3,45.6,5.5,261.6,15.9,30.2,29.8,
5393,445,Food and beverage stores,35.0,Ontario,2.0,Urban,3.0,All businesses,2017.0,7661.0,612.5,,69.2,28.1,595.7,423.8,172.0,16.8,,,,,,,,,,30.8,69.9
5395,445,Food and beverage stores,49.0,Prairies,1.0,Rural,2.0,Incorporated,2017.0,919.0,1075.6,98.7,74.3,23.0,1046.7,799.5,247.2,28.9,548.5,235.1,333.8,109.6,214.7,1.6,51.1,5.0,13.5,24.7,
5396,445,Food and beverage stores,49.0,Prairies,1.0,Rural,3.0,All businesses,2017.0,1186.0,923.9,,74.0,23.1,896.9,683.8,213.1,27.0,,,,,,,,,,26.0,66.5
